Name	Sex	Korean	Math	English
Choi	F	83	50	81
Hong	M	68	59	74
Park	M	78	61	70
Kim	F	87	65	84
Kim	M	60	15	61
Hong	F	78	70	72
Park	F	86	24	92
Kim	F	87	49	62
Choi	M	93	68	74
Park	M	76	28	81
Park	M	76	42	96
Choi	M	64	94	70
Choi	F	69	66	68
Park	M	87	61	60
Kim	F	67	71	49
Park	F	83	57	43
Park	F	74	84	56
Hong	F	67	61	67
Kim	M	84	44	68
Kim	M	82	65	64
Park	F	84	93	76
Choi	M	84	72	65
Kim	M	75	27	50
Park	M	98	58	80
Hong	M	88	80	66
Choi	M	71	52	76
Park	M	82	82	72
Park	F	82	43	58
Hong	M	72	69	93
Park	M	65	91	66
Hong	F	76	56	79
Park	M	78	52	84
Park	F	75	75	66
Hong	F	85	84	52
Kim	F	79	29	59
Park	F	66	22	55
Hong	M	85	44	54
Park	M	85	75	75
Choi	F	65	36	57
Hong	F	63	30	63
Kim	F	100	74	69
Hong	F	93	48	71
Choi	F	62	45	86
Kim	F	74	53	56
Choi	F	98	79	69
Hong	F	100	80	80
Park	M	72	54	68
Hong	M	61	44	74
Hong	F	71	51	67
Kim	F	85	39	83
Hong	F	89	92	74
Kim	F	59	97	56
Choi	F	90	73	74
Park	M	74	60	62
Park	F	69	29	79
Park	M	82	57	67
Kim	F	63	34	77
Hong	M	83	44	68
Park	M	86	61	65
Kim	M	69	75	55
Kim	F	78	65	68
Kim	F	68	46	73
Choi	F	64	58	68
Hong	M	92	91	70
Hong	M	92	75	71
Kim	F	92	45	75
Park	F	86	67	64
Choi	F	64	52	64
Park	M	89	54	55
Choi	M	87	60	53
Park	M	77	95	96
Park	M	83	55	64
Choi	M	62	68	86
Choi	M	73	59	81
Kim	M	78	57	83
Kim	M	79	46	84
Park	F	80	97	81
Park	M	94	43	67
Kim	F	87	50	92
Choi	F	73	60	100
Hong	F	74	62	83
Park	M	73	61	64
Hong	F	61	91	60
Hong	F	97	45	70
Choi	M	77	57	78
Choi	M	75	77	87
Park	M	74	67	66
Park	F	82	55	56
Park	M	76	44	67
Park	M	63	32	59
Hong	F	95	72	65
Choi	F	84	39	80
Hong	F	78	42	71
Choi	F	86	61	74
Choi	F	75	67	76
Hong	M	91	39	56
Hong	M	82	44	75
Hong	F	85	48	75
Kim	M	94	69	71
Choi	M	99	66	74
Hong	M	79	68	63
Choi	M	71	76	64
Choi	M	67	74	64
Hong	M	65	29	64
Choi	F	98	57	71
Hong	M	74	57	73
Choi	M	95	71	80
Hong	M	72	63	71
Choi	F	79	62	76
Choi	M	56	72	74
Hong	M	90	79	89
Park	M	66	28	74
Hong	M	75	75	76
Kim	M	82	71	73
Choi	F	96	32	73
Park	F	75	64	72
Park	F	90	51	71
Hong	F	100	51	67
Park	F	95	78	89
Hong	F	81	64	65
Park	M	91	68	70
Kim	F	90	31	65
Park	F	85	67	75
Hong	F	76	71	55
Hong	M	74	31	64
Kim	F	80	56	54
Hong	M	78	86	66
Park	F	90	45	75
Hong	F	81	34	71
Kim	M	75	52	75
Hong	M	87	52	85
Choi	F	83	47	77
Choi	M	90	78	51
Choi	F	76	33	79
Kim	M	74	36	70
Park	F	100	55	69
Choi	F	66	57	84
Park	F	82	55	70
Hong	M	64	55	94
Hong	F	81	43	69
Choi	F	79	95	71
Kim	F	86	14	58
Choi	M	81	74	61
Hong	M	62	74	72
Park	M	79	83	80
Choi	M	94	41	70
Kim	F	88	3	67
Hong	F	69	38	62
Park	M	71	77	77
Hong	F	92	41	64
Choi	F	78	61	66
Hong	M	82	81	59
Choi	F	88	43	50
Kim	M	80	88	73
Kim	F	76	61	84
Kim	M	94	95	60
Choi	M	89	67	68
Choi	M	89	63	52
Kim	M	64	68	76
Kim	M	78	40	80
Choi	F	82	15	59
Hong	F	64	77	75
Choi	M	91	74	65
Kim	F	68	81	53
Kim	F	93	46	54
Choi	M	76	85	84
Hong	M	100	38	72
Park	F	80	69	52
Park	M	75	62	85
Choi	F	72	79	75
Choi	M	73	61	81
Choi	M	81	23	76
Choi	M	88	82	73
Park	M	80	81	72
Choi	F	92	70	77
Choi	F	100	66	63
Park	M	96	24	78
Kim	F	87	41	63
Hong	F	57	68	81
Park	M	75	69	64
Kim	F	68	73	70
Choi	M	81	56	62
Hong	F	68	24	71
Choi	F	81	59	78
Hong	F	86	45	60
Choi	F	70	57	92
Park	M	79	53	82
Choi	F	78	41	83
Kim	F	95	85	80
Choi	F	82	71	66
Hong	M	84	74	68
Choi	M	78	66	70
Kim	F	86	69	66
Kim	M	83	56	69
Park	M	84	32	69
Park	M	84	59	69
Kim	F	84	63	86
Hong	F	81	66	49
Park	M	73	52	62
Hong	F	89	69	81
Hong	F	93	32	75
Park	M	78	58	72
Park	F	83	36	62
Park	F	74	61	62
Hong	F	73	99	81
Choi	M	93	59	84
Park	M	86	27	57
Choi	M	73	38	65
Hong	F	76	61	68
Kim	M	88	78	71
Hong	F	80	68	61
Kim	F	79	81	81
Park	M	100	69	54
Hong	F	88	63	79
Choi	M	75	86	61
Park	M	91	66	68
Kim	F	79	68	76
Choi	F	82	54	63
Kim	F	75	43	78
Park	F	81	62	79
Hong	F	95	29	64
Park	F	92	86	78
Hong	F	74	28	64
Hong	F	84	27	60
Park	M	79	54	87
Hong	F	74	43	72
Choi	F	75	86	53
Kim	F	96	61	66
Park	F	79	62	70
Kim	F	91	48	75
Park	F	64	81	83
Choi	F	98	63	80
Park	F	54	49	81
Kim	M	59	52	57
Choi	F	82	57	77
Park	F	74	37	61
Hong	M	57	74	72
Kim	M	78	66	66
Park	F	87	36	48
Park	M	66	61	64
Park	F	77	37	65
